"","Name","City","State","Enrollment","Private","Region","Adm_Rate","ACT_median","ACT_Q1","ACT_Q3","Cost","Net_Tuition","Avg_Fac_Salary","PercentFemale","PercentWhite","PercentBlack","PercentHispanic","PercentAsian","FourYearComp_Males","FourYearComp_Females","Debt_median","Salary10yr_median"
"975","Quincy University","Quincy","IL",916,"Private","Great Lakes",0.6815,22,18,18,39884,8332,50166,0.5386996904,0.84,0.10579999923706,0.0484000015258789,0.0162000000476837,0.373983739837,0.448888888889,12000,39500
"976","Quinnipiac University","Hamden","CT",7371,"Private","New England",0.7247,26,23,23,63157,28477,99711,0.6232081911,0.878000030517578,0.0475,0.0573999977111816,0.0345000004768371,0.702247191011,0.767441860465,20875,63300
"978","Radford University-Carilion","Roanoke","VA",774,"Private","South East",0.2995,19,17,17,40764,19905,62145,0.8309859155,0.841999969482422,0.126499996185302,0.0169000005722045,0.010900000333786,0.625,0.586956521739,18250,54000
"979","Ramapo College of New Jersey","Mahwah","NJ",5262,"Public","Mid East",0.6289,24,21,21,27907,10021,94563,0.5596590909,0.805800018310547,0.0748999977111816,0.105100002288818,0.0580000019073486,0.59266802444,0.70303030303,18750,53200
"980","Randolph-Macon College","Ashland","VA",1478,"Private","South East",0.6711,24,20,20,53515,17641,75078,0.546191248,0.783899993896484,0.158000001907348,0.0314000010490417,0.0274000000953674,0.604790419162,0.691891891892,23250,49100
"981","Randolph College","Lynchburg","VA",587,"Private","South East",0.8668,22,18,18,54270,12963,75474,0.7146892655,0.778300018310547,0.141099996566772,0.0632999992370605,0.0279999995231628,0.478873239437,0.535353535354,17500,39700
"983","Reed College","Portland","OR",1456,"Private","Far West",0.3503,32,30,30,69734,33701,96408,0.5760869565,0.800599975585937,0.0603000020980835,0.0902999973297119,0.0580999994277954,0.766233766234,0.752688172043,11298,42200
"984","Regent University","Virginia Beach","VA",4161,"Private","South East",0.8167,22,19,19,29366,12605,73575,0.653869969,0.681600036621093,0.232900009155273,0.0565000009536743,0.0327999997138977,0.429166666667,0.411311053985,9500,41600
"986","Regis University","Denver","CO",3926,"Private","Rocky Mountains",0.6029,24,21,21,48280,15755,65655,0.6412294648,0.822399978637695,0.0507999992370605,0.135200004577636,0.0319000005722045,0.404661016949,0.577514792899,19241,56400
"987","Reinhardt University","Waleska","GA",1425,"Private","South East",0.898,21,18,18,36125,12417,55341,0.4279176201,0.856900024414062,0.0836999988555908,0.06,0.0162000000476837,0.182692307692,0.204301075269,11000,36600
"988","Rensselaer Polytechnic Institute","Troy","NY",6590,"Private","Mid East",0.4299,31,29,29,70132,27840,112986,0.3442307692,0.858000030517578,0.0596000003814697,0.0669999980926513,0.0358999991416931,0.805359661495,0.823529411765,23250,82000
"990","Rhode Island College","Providence","RI",6480,"Public","New England",0.7346,18,16,16,16619,6657,73071,0.685519692,0.858199996948242,0.0446000003814697,0.0794000005722046,0.0210999989509582,0.428846153846,0.44128440367,14477,41400
"991","Rhode Island School of Design","Providence","RI",1994,"Private","New England",0.2387,29,26,26,67556,40914,95031,0.6612149533,0.809000015258789,0.0759000015258789,0.0888000011444091,0.0573000001907348,0.838709677419,0.820143884892,25000,51100
"992","Rhodes College","Memphis","TN",1985,"Private","South East",0.4455,30,28,28,61236,18944,76419,0.5427435388,0.785899963378906,0.153400001525878,0.0530000019073486,0.0240000009536743,0.75,0.833333333333,19500,53600
"993","Rice University","Houston","TX",3962,"Private","South West",0.1113,34,33,33,63158,23358,143865,0.4518167457,0.747600021362304,0.107200002670288,0.170699996948242,0.0542000007629394,0.852040816327,0.917525773196,10250,65400
"994","Rider University","Lawrenceville","NJ",3830,"Private","Mid East",0.6967,23,20,20,57672,21510,99711,0.5977900552,0.803000030517578,0.103199996948242,0.0646999979019165,0.0492000007629394,0.561611374408,0.6608,20500,50600
"996","Ripon College","Ripon","WI",787,"Private","Great Lakes",0.69,24,20,20,52216,15608,68049,0.4960422164,0.914599990844726,0.0308999991416931,0.0430999994277954,0.0177999997138977,0.576470588235,0.686274509804,22812,45500
"998","Roanoke College","Salem","VA",1981,"Private","South East",0.7249,25,22,22,58293,15783,69480,0.5968523002,0.8675,0.0852999973297119,0.0267000007629394,0.0216000008583068,0.625,0.669781931464,24250,44700
"999","Robert Morris University","Moon Township","PA",3979,"Private","Mid East",0.8413,25,21,21,44962,19074,106857,0.4867781975,0.897900009155273,0.0734999990463257,0.0129999995231628,0.0125999999046325,0.576068376068,0.597602739726,22617,47700
"1001","Roberts Wesleyan College","Rochester","NY",1329,"Private","Mid East",0.6461,24,20,20,43338,15707,58824,0.7517647059,0.86870002746582,0.0852999973297119,0.0335999989509582,0.013400000333786,0.471074380165,0.648902821317,19500,40900
"1002","Rochester Institute of Technology","Rochester","NY",12886,"Private","Mid East",0.6602,30,27,27,54334,22053,94077,0.3531583265,0.86,0.0698999977111816,0.0528999996185302,0.0281999993324279,0.521789657176,0.659012629162,23000,62400
"1003","Rochester University","Rochester Hills","MI",907,"Private","Great Lakes",1,20,17,17,30039,12666,52749,0.6624803768,0.779400024414062,0.169400005340576,0.0239000010490417,0.0211999988555908,0.347222222222,0.438095238095,15364,35300
"1004","Rockford University","Rockford","IL",972,"Private","Great Lakes",0.4903,21,19,19,40569,15223,51561,0.5699658703,0.813000030517578,0.102299995422363,0.0922000026702881,0.0197000002861022,0.3875,0.611111111111,18750,45200
"1005","Rockhurst University","Kansas City","MO",1579,"Private","Plains",0.6612,25,22,22,50180,16256,65313,0.6210045662,0.841100006103515,0.0990999984741211,0.046100001335144,0.0167999994754791,0.646706586826,0.713793103448,15734,50800
"1006","Rocky Mountain College","Billings","MT",879,"Private","Rocky Mountains",0.5845,23,20,20,38639,14223,58500,0.517311609,0.853099975585937,0.0095999997854232,0.0419999980926513,0.0088999998569488,0.36301369863,0.427536231884,15999,38800
"1011","Roosevelt University","Chicago","IL",2377,"Private","Great Lakes",0.6485,24,21,21,43501,19253,75951,0.6615276804,0.627000007629394,0.234599990844726,0.140600004196167,0.0482999992370605,0.403225806452,0.469951923077,18000,43600
"1014","Rosemont College","Rosemont","PA",544,"Private","Mid East",0.8866,20,16,16,33685,13160,50265,0.6376811594,0.578800010681152,0.317700004577636,0.0775,0.0423000001907348,0.291666666667,0.442857142857,17750,44700
"1015","Rowan University","Glassboro","NJ",15755,"Public","Mid East",0.7272,24,20,20,31180,12155,78237,0.4875411378,0.795400009155273,0.116599998474121,0.0773000001907348,0.0336999988555908,0.568519968677,0.6519524618,16750,50000
"1017","Rutgers University-Camden","Camden","NJ",5618,"Public","Mid East",0.7138,20,17,17,26097,13810,102186,0.5539444444,0.717900009155273,0.13329999923706,0.11619999885559,0.0751000022888183,0.642521797451,0.720873291165,18750,57900
"1018","Rutgers University-New Brunswick","New Brunswick","NJ",35656,"Public","Mid East",0.6011,28,25,25,29877,14088,106587,0.5539444444,0.717900009155273,0.13329999923706,0.11619999885559,0.0751000022888183,0.642521797451,0.720873291165,18750,57900
"1019","Rutgers University-Newark","Newark","NJ",8761,"Public","Mid East",0.6274,22,19,19,25083,18723,122823,0.5539444444,0.717900009155273,0.13329999923706,0.11619999885559,0.0751000022888183,0.642521797451,0.720873291165,18750,57900
"1022","Saginaw Valley State University","University Center","MI",7431,"Public","Great Lakes",0.7739,23,19,19,20893,9238,74520,0.6005639098,0.881999969482422,0.0773999977111816,0.0320000004768371,0.0083999997377395,0.285380116959,0.3832,19500,39300
"1023","Saint Ambrose University","Davenport","IA",2289,"Private","Plains",0.6269,23,20,20,44319,18419,66645,0.595194085,0.90120002746582,0.0473000001907348,0.0486999988555908,0.0147000002861022,0.561688311688,0.621621621622,20500,47300
"1024","Saint Anselm College","Manchester","NH",2016,"Private","New England",0.7664,27,24,24,56405,20942,80118,0.6028537455,0.924599990844726,0.0213000011444091,0.0321000003814697,0.0235999989509582,0.737804878049,0.802083333333,26803,58300
"1025","Saint Augustine's University","Raleigh","NC",767,"Private","South East",0.6341,15,13,13,32156,14048,53244,0.435483871,0.49560001373291,0.42,0.0730000019073486,0.0249000000953674,0.244827586207,0.330543933054,11000,27300
"1026","Saint Cloud State University","Saint Cloud","MN",8983,"Public","Plains",0.862,21,18,18,19401,5668,88218,0.5498132005,0.935400009155273,0.0175999999046325,0.0207999992370605,0.0178999996185302,0.347470238095,0.417040358744,14250,44200
"1027","Saint Edward's University","Austin","TX",3757,"Private","South West",0.8639,25,22,22,57226,23419,78066,0.6216216216,0.754899978637695,0.0705999994277954,0.2925,0.0335999989509582,0.501672240803,0.57326007326,19988,46500
"1028","Saint Francis University","Loretto","PA",1668,"Private","Mid East",0.7538,23,20,20,49177,14425,64494,0.644993498,0.912600021362304,0.0538999986648559,0.0205999994277954,0.0136000001430511,0.47,0.650406504065,27000,52200
"1029","Saint John Fisher College","Rochester","NY",2728,"Private","Mid East",0.6445,24,22,22,46635,20828,84510,0.6097222222,0.891100006103515,0.0634999990463257,0.0313000011444091,0.0151999998092651,0.646875,0.750972762646,20000,47800
"1031","Saint Joseph's College of Maine","Standish","ME",1412,"Private","New England",0.8362,21,18,18,49818,12717,55764,0.6390041494,0.941800003051757,0.0224000000953674,0.0206999993324279,0.0113999998569488,0.446043165468,0.483443708609,16745,43400
"1032","Saint Joseph's University","Philadelphia","PA",4814,"Private","Mid East",0.7632,26,23,23,60391,22994,94932,0.5929844098,0.802200012207031,0.126800003051757,0.0407999992370605,0.0383999991416931,0.697516930023,0.729090909091,20250,59600
"1033","Saint Leo University","Saint Leo","FL",8484,"Private","South East",0.6026,23,19,19,36961,11346,72630,0.6721270161,0.724700012207031,0.196000003814697,0.081899995803833,0.0232999992370605,0.375782881002,0.39592760181,15750,43800
"1034","Saint Louis University","Saint Louis","MO",6917,"Private","Plains",0.5753,28,25,25,56344,21474,93465,0.6241106719,0.825699996948242,0.119300003051757,0.0375999999046325,0.0240000009536743,0.607142857143,0.653038674033,20500,56500
"1036","Saint Martin's University","Lacey","WA",1284,"Private","Far West",0.9563,21,18,18,49064,18082,59940,0.5875216638,0.808199996948242,0.0417000007629394,0.0607000017166137,0.0528000020980835,0.598870056497,0.580808080808,17187,47800
"1038","Saint Mary's College of California","Moraga","CA",2781,"Private","Far West",0.7719,25,22,22,65419,22631,97317,0.629740519,0.66870002746582,0.0592000007629394,0.184699993133544,0.124399995803833,0.604895104895,0.608374384236,21500,56300
"1039","Saint Mary's University of Minnesota","Winona","MN",1409,"Private","Plains",0.9147,23,20,20,45203,13209,62091,0.5970744681,0.876800003051757,0.046100001335144,0.0478999996185302,0.0303999996185302,0.54954954955,0.623076923077,17776,47800
"1042","Saint Norbert College","De Pere","WI",2099,"Private","Great Lakes",0.7768,25,22,22,47602,19773,67698,0.5704989154,0.921500015258789,0.0228999996185302,0.0307999992370605,0.0197000002861022,0.522321428571,0.56462585034,21500,46400
"1043","Saint Peter's University","Jersey City","NJ",2512,"Private","Mid East",0.7424,20,17,17,46196,17359,78264,0.6389891697,0.561399993896484,0.220300006866455,0.229799995422363,0.0765000009536743,0.352697095436,0.418461538462,17621,45800
"1045","Saint Xavier University","Chicago","IL",2943,"Private","Great Lakes",0.7395,22,19,19,40553,17256,65619,0.6649061033,0.691999969482422,0.208400001525878,0.120699996948242,0.0207999992370605,0.471428571429,0.58152173913,18000,48200
"1047","Salem State University","Salem","MA",6369,"Public","New England",0.847,23,20,20,24954,9151,80721,0.6470921986,0.84,0.0548999977111816,0.080600004196167,0.0357999992370605,0.468242245199,0.590402742074,19197,43500
"1051","Sam Houston State University","Huntsville","TX",18498,"Public","South West",0.7854,21,19,19,21345,8590,69696,0.6614142466,0.731600036621093,0.137299995422363,0.189799995422363,0.0278999996185302,0.451379763469,0.537763103591,16069,44600
"1052","Samford University","Birmingham","AL",3524,"Private","South East",0.8208,26,23,23,46474,19266,79992,0.6588785047,0.809100036621093,0.146999998092651,0.0325,0.0169000005722045,0.609271523179,0.671009771987,15500,49900
"1054","San Diego Christian College","Santee","CA",448,"Private","Far West",0.6013,20,16,16,45605,19997,60732,0.5431235431,0.723300018310547,0.0505999994277954,0.228999996185302,0.0634999990463257,0.298780487805,0.317535545024,15250,36700
"1055","San Diego State University","San Diego","CA",30018,"Public","Far West",0.3458,25,22,22,22990,6737,98127,0.5842020419,0.64870002746582,0.0576000022888183,0.285699996948242,0.0972999954223632,0.656709558824,0.702228224173,13715,51000
"1056","San Francisco State University","San Francisco","CA",25799,"Public","Far West",0.7176,20,17,17,24434,5482,96696,0.5840236686,0.556100006103515,0.0818000030517578,0.200400009155273,0.205699996948242,0.5,0.527612826603,13000,49200
"1057","San Jose State University","San Jose","CA",27125,"Public","Far West",0.5466,23,19,19,24514,6385,95634,0.521976626,0.524399986267089,0.051100001335144,0.269300003051757,0.222299995422363,0.514889943893,0.602536997886,12899,56100
"1058","Santa Clara University","Santa Clara","CA",5504,"Private","Far West",0.4991,30,28,28,69155,32521,114300,0.5423387097,0.652799987792968,0.0403999996185302,0.174300003051757,0.165300006866455,0.816216216216,0.864161849711,18248,72600
"1059","Sarah Lawrence College","Bronxville","NY",1369,"Private","Mid East",0.5585,30,27,27,70266,27450,91638,0.7279236277,0.753300018310547,0.101000003814697,0.118999996185302,0.0613999986648559,0.655737704918,0.647058823529,13625,43000
"1060","Savannah College of Art and Design","Savannah","GA",11363,"Private","South East",0.7027,24,21,21,55793,26656,82485,0.690795353,0.787699966430664,0.141899995803833,0.0638000011444091,0.0280999994277954,0.585483870968,0.594642857143,17166,36400
"1061","Savannah State University","Savannah","GA",3742,"Public","South East",0.2918,24,21,21,16488,2843,53523,0.6047865459,0.475299987792968,0.470900001525878,0.0409999990463256,0.0177999997138977,0.164652567976,0.278810408922,15000,31300
"1062","School of the Art Institute of Chicago","Chicago","IL",2893,"Private","Great Lakes",0.5855,25,22,22,63848,33923,95373,0.7221584386,0.77370002746582,0.0957999992370605,0.120699996948242,0.0494999980926513,0.55033557047,0.539473684211,19500,33500
"1063","School of Visual Arts","New York","NY",3693,"Private","Mid East",0.7,26,23,23,58397,36760,28476,0.6636971047,0.751399993896484,0.0972999954223632,0.126599998474121,0.0713999986648559,0.687022900763,0.681081081081,22625,41800
"1064","Schreiner University","Kerrville","TX",1207,"Private","South West",0.9122,21,18,18,37389,12622,56862,0.6041358936,0.844700012207031,0.0353999996185302,0.242999992370605,0.0123000001907348,0.3375,0.545023696682,14250,40200
"1066","Seattle Pacific University","Seattle","WA",2861,"Private","Far West",0.9008,24,20,20,56185,21061,76824,0.6959064327,0.824000015258789,0.0286999988555908,0.0713000011444091,0.0609999990463257,0.511538461538,0.587813620072,19187,49100
"1067","Seattle University","Seattle","WA",4674,"Private","Far West",0.7565,27,24,24,59495,26815,86274,0.6507009346,0.754700012207031,0.0494999980926513,0.0703000020980835,0.0989999961853027,0.707182320442,0.743016759777,18822,56500
"1068","Seton Hall University","South Orange","NJ",5919,"Private","Mid East",0.7036,26,24,24,54967,23455,88263,0.5415606446,0.725500030517578,0.139899997711181,0.120900001525878,0.0580999994277954,0.619289340102,0.675519630485,19500,57200
"1072","Shenandoah University","Winchester","VA",2022,"Private","South East",0.7029,24,21,21,45577,18384,71199,0.6084990958,0.803799972534179,0.119600000381469,0.0492999982833862,0.0332999992370605,0.471264367816,0.670807453416,20500,45800
